name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,coal_sc,dsr,eens,gas_ccgt,gas_chp,gas_eng,gas_eng_chp,gas_peak,h_dams,h_pond,h_ror,heat,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,offshore,onshore,pump,pump_open,solar
2025-cheap-ets,CZ,S,avg_consumer_price_EUR_per_MWh,,78.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,avg_producer_price_EUR_per_MWh,,78.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,capacity_factor,,1.447,0.696,,0.767,,,,,,,0,0,,0.379,0,0.091,,0.182,0.01,0.075,0.783,0.737,0.702,,0.784,0.776,,0.206,0.042,0.043,0.164
2025-cheap-ets,CZ,S,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,0,0,,0,,87.828,87.293,,19.959,8.282,141.738,,87.683,,2.891,103.52,65.361,199.334,0,46.48,3000.042,,51.961,139.774,95.559,255.14
2025-cheap-ets,CZ,S,charged_TWh,,2.584,,,,,,,,,,,,,,,0,,0,0.25,0.016,,,,,,,,,0.173,0.111,
2025-cheap-ets,CZ,S,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,discharged_TWh,,5.184,,,,,,,,,,,,,,,0.276,,0.343,0.218,0.014,,,,,,,,,0.125,0.088,
2025-cheap-ets,CZ,S,emissions_MtCO2,,75.438,0,0,0,0,0,0,,0,0,0,0,,0.335,0,0,,0,0,0,4.425,3.881,5.637,0,1.851,0,,0,0,0,0
2025-cheap-ets,CZ,S,export_TWh,,4.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,heat_production_PJ,,,0,,,,0,0,,,0,,-0,,2.192,,,,,,,,20.958,8.453,,,,,,,,
2025-cheap-ets,CZ,S,import_TWh,,1.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,inflow_TWh,,,,,,,,,,,,,,,,,0.277,,0.343,,,,,,,,,,,,0.008,
2025-cheap-ets,CZ,S,load_TWh,,29.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,net_import_TWh,,-3.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,opex_mn_EUR,,,41.986,0,88.422,0,0,0,,0,,0,0,,76.644,0,0.828,,,,0.028,344.592,294.463,373.033,0,144.812,301.727,,0,0.499,0.354,0
2025-cheap-ets,CZ,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1
2025-cheap-ets,CZ,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
2025-cheap-ets,CZ,S,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
2025-cheap-ets,CZ,S,production_TWh,,140.027,0.537,0,1.246,0,0,0,,0,0,0,0,,0.609,0,0.276,,0.343,0.218,0.014,4.425,1.941,4.798,0,1.989,13.715,,0.306,0.125,0.088,2.503
2025-cheap-ets,CZ,S,production_el_eq_TWh,,,0.537,,,,0,0,,,0,,0,,0.609,,,,,,,,1.941,5.637,,,,,,,,
2025-cheap-ets,CZ,S,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,CZ,S,production_hours,,,3836,0,3622,0,0,0,,0,0,0,0,,1688,0,4368,,4368,463,334,4146,4336,4368,0,4146,,,,237,253,
2025-cheap-ets,CZ,S,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,,,2.503
2025-cheap-ets,CZ,S,wholesale_expenses_mn_EUR,30.041,,,,,,,,,,,,,,,,0,,0,,1.218,,,,,,,,,13.593,8.758,
2025-cheap-ets,CZ,S,wholesale_revenues_mn_EUR,299.635,,42.003,0,97.389,0,0,0,,0,,0,0,,47.36,0,21.497,,26.82,,1.09,345.818,151.657,440.55,0,155.507,1071.229,,24.006,9.698,6.871,196.072
2025-cheap-ets,CZ,W,avg_consumer_price_EUR_per_MWh,,83.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,avg_producer_price_EUR_per_MWh,,83.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,capacity_factor,,1.439,0.903,,0.833,,,,,,,0.174,0.314,,0.444,0,0.133,,0.266,0.02,0.078,0.917,0.963,0.997,,0.916,0.817,,0.312,0.031,0.034,0.09
2025-cheap-ets,CZ,W,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,0,0,,0,,87.828,87.293,,19.959,8.282,141.738,,87.683,,2.891,103.52,65.361,199.334,0,46.48,3000.042,,51.961,139.774,95.559,255.14
2025-cheap-ets,CZ,W,charged_TWh,,2.584,,,,,,,,,,,,,,,0,,0,0.513,0.016,,,,,,,,,0.131,0.081,
2025-cheap-ets,CZ,W,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,discharged_TWh,,5.184,,,,,,,,,,,,,,,0.408,,0.505,0.436,0.015,,,,,,,,,0.094,0.07,
2025-cheap-ets,CZ,W,emissions_MtCO2,,75.438,0,0,0,0,0,0,,0,0,0.247,0.411,,0.394,0,0,,0,0,0,5.21,5.099,8.056,0,2.174,0,,0,0,0,0
2025-cheap-ets,CZ,W,export_TWh,,3.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,heat_production_PJ,,,0.135,,,,0,0,,,0,,0.72,,2.578,,,,,,,,27.534,35.531,,,,,,,,
2025-cheap-ets,CZ,W,import_TWh,,1.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
