name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,coal_sc,dsr,eens,gas_ccgt,gas_chp,gas_eng,gas_eng_chp,gas_peak,h_dams,h_pond,h_ror,heat,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,offshore,onshore,pump,pump_open,solar
2025-cheap-ets,AT,S,avg_consumer_price_EUR_per_MWh,,83.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,avg_producer_price_EUR_per_MWh,,83.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,capacity_factor,,1.172,,,0.791,,,,,0,,0.122,,0,,,0.118,0.644,0.635,,0.1,,,,,,,,0.211,,0.182,0.174
2025-cheap-ets,AT,S,capex_mn_EUR_per_yr,,,,,82.08,,,,,0,,442.353,,6.52,,,566.191,233.476,980.119,,2.24,,,0,,,,,840.553,,824.261,364.504
2025-cheap-ets,AT,S,charged_TWh,,1.033,,,,,,,,,,,,,,,0,0,0,,0.016,,,,,,,,,,0.355,
2025-cheap-ets,AT,S,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,discharged_TWh,,73.653,,,,,,,,,,,,,,,1.441,3.235,13.377,,0.015,,,,,,,,,,3.231,
2025-cheap-ets,AT,S,emissions_MtCO2,,10.157,,,0,,,,,0,0,0.866,,0,,,0,0,0,,0,,,0,,,,,0,,0,0
2025-cheap-ets,AT,S,export_TWh,,4.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,heat_production_PJ,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,
2025-cheap-ets,AT,S,import_TWh,,5.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,inflow_TWh,,,,,,,,,,,,,,,,,1.894,3.235,13.377,,,,,,,,,,,,4.322,
2025-cheap-ets,AT,S,load_TWh,,35.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,net_import_TWh,,1.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,AT,S,opex_mn_EUR,,,,,150.323,,,,,0,,200.901,,0,,,4.323,6.47,,,0.029,,,0,,,,,0,,12.925,0
2025-cheap-ets,AT,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
2025-cheap-ets,AT,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,AT,S,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,AT,S,production_TWh,,145.595,,,2.123,,,,,0,0,2.203,,0,,,1.441,3.235,13.377,,0.015,,,0,,,,,5.064,,3.231,3.795
2025-cheap-ets,AT,S,production_el_eq_TWh,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,
2025-cheap-ets,AT,S,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,AT,S,production_hours,,,,,3682,,,,,0,0,2195,,0,,,4368,3103,4368,,612,,,0,,,,,,,1153,
