name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,coal_sc,dsr,eens,gas_ccgt,gas_chp,gas_eng,gas_eng_chp,gas_peak,h_dams,h_pond,h_ror,heat,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,offshore,onshore,pump,pump_open,solar
2025-cheap-ets,CZ,S,avg_consumer_price_EUR_per_MWh,,77.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,avg_producer_price_EUR_per_MWh,,77.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,capacity_factor,,1.475,0.656,,0.749,,,,,,,0,0,,0.372,0,0.205,,0.411,0.01,0.075,0.741,0.723,0.699,,0.741,0.776,,0.202,0.05,0.054,0.18
2025-cheap-ets,CZ,S,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,0,0,,0,,87.828,87.293,,19.959,8.282,141.738,,87.683,,2.891,103.52,65.361,199.334,0,46.48,3000.042,,51.961,139.774,95.559,255.14
2025-cheap-ets,CZ,S,charged_TWh,,2.261,,,,,,,,,,,,,,,0,,0,0.247,0.016,,,,,,,,,0.209,0.125,
2025-cheap-ets,CZ,S,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,discharged_TWh,,6.66,,,,,,,,,,,,,,,0.625,,0.776,0.214,0.014,,,,,,,,,0.15,0.11,
2025-cheap-ets,CZ,S,emissions_MtCO2,,76,0,0,0,0,0,0,,0,0,0,0,,0.329,0,0,,0,0,0,4.186,3.807,5.616,0,1.749,0,,0,0,0,0
2025-cheap-ets,CZ,S,export_TWh,,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,heat_production_PJ,,,0.001,,,,0,0,,,0,,0,,2.15,,,,,,,,20.558,8.899,,,,,,,,
2025-cheap-ets,CZ,S,import_TWh,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,inflow_TWh,,,,,,,,,,,,,,,,,0.626,,0.776,,,,,,,,,,,,0.021,
2025-cheap-ets,CZ,S,load_TWh,,29.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,net_import_TWh,,-3.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,S,opex_mn_EUR,,,39.597,0,86.469,0,0,0,,0,,0,-0,,75.2,0,1.875,,,,0.028,326.883,289.344,367.727,0,137.276,301.727,,0,0.599,0.442,0
2025-cheap-ets,CZ,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1
2025-cheap-ets,CZ,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0
